Gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,
RPL32P3,15047,0.0133326,6.666607272,0.472801513,0.636665019,0.998806254,-5.795775525
COX6B1P1,22132,-0.031000672,8.456442708,-0.472730577,0.63671558,0.998806254,-5.795806664
OR6C70,7784,0.028020497,9.309464723,0.472710942,0.636729576,0.998806254,-5.795815282
DBR1,20018,-0.006673212,6.371663865,-0.472708184,0.636731541,0.998806254,-5.795816493
IFNA16,8095,-0.042065365,8.253555793,-0.47261722,0.636796381,0.998806254,-5.795856414
UTP20,23014,0.060432807,7.359209472,0.472328659,0.637002087,0.998806254,-5.795983004
SHISA3,22076,-0.040226336,8.021034508,-0.472277079,0.63703886,0.998806254,-5.796005624
USP9Y,27156,0.041112693,9.974156687,0.472227666,0.637074088,0.998806254,-5.79602729
TMEM130,25637,0.053628902,10.82470186,0.472050727,0.637200243,0.998806254,-5.796104858
DVL1,10381,0.029852487,9.627389207,0.472027957,0.637216478,0.998806254,-5.796114838
PTK2B,9786,-0.024872581,12.85533219,-0.471973181,0.637255535,0.998806254,-5.796138844
TSTD2,23692,0.008794706,6.362316866,0.471761872,0.637406214,0.998806254,-5.796231425
SIMC1,11547,0.037001342,9.76994691,0.471759113,0.637408181,0.998806254,-5.796232633
IGSF10,8994,0.017832004,6.927814989,0.471695836,0.637453306,0.998806254,-5.796260349
PIP4P2,27314,0.042795285,9.258607201,0.471649453,0.637486384,0.998806254,-5.796280662
ARID3B,27082,-0.05922654,7.793848836,-0.471504593,0.637589693,0.998806254,-5.796344091
FAM92B,22422,-0.029615355,10.6753162,-0.47145399,0.637625784,0.998806254,-5.796366244
PRDX2,15336,-0.014418925,6.799370374,-0.471409645,0.637657412,0.998806254,-5.796385655
NISCH,26281,-0.024485072,8.300269507,-0.471284002,0.637747027,0.998806254,-5.796440642
RBPMS2,21498,0.00711197,6.618561055,0.471273879,0.637754247,0.998806254,-5.796445072
SEPTIN2,4973,-0.045489637,6.944403812,-0.471268024,0.637758423,0.998806254,-5.796447634
DNAJC8,15914,0.032886336,8.29213665,0.471249563,0.637771591,0.998806254,-5.796455712
LOC112268117,10334,-0.022165977,7.04326559,-0.47121624,0.637795359,0.998806254,-5.796470292
BRIP1,16563,-0.045196897,6.912734672,-0.471208458,0.63780091,0.998806254,-5.796473697
SOD2,12960,-0.047129157,6.968394406,-0.471205447,0.637803059,0.998806254,-5.796475015
MGME1,26197,-0.024771322,6.823232593,-0.471100832,0.637877682,0.998806254,-5.79652078
PPP4R2,18642,-0.006292549,6.559140293,-0.471080297,0.63789233,0.998806254,-5.796529762
TRIM22,21477,-0.131526436,7.556161114,-0.470971254,0.637970117,0.998806254,-5.796577453
DEPDC4,14709,0.03092101,8.828453867,0.470918136,0.63800801,0.998806254,-5.79660068
CRKL,6609,-0.133396327,7.580289096,-0.470870159,0.638042237,0.998806254,-5.796621657
INF2,9322,0.011767869,6.794885874,0.470770626,0.638113247,0.998806254,-5.796665169
SPAG11B,3345,0.030142033,10.51970337,0.470731275,0.638141321,0.998806254,-5.796682369
UBE2Z,4007,0.084915106,10.5634277,0.470715642,0.638152475,0.998806254,-5.796689202
JSRP1,22239,-0.008598995,6.721275281,-0.470687044,0.638172879,0.998806254,-5.7967017
SMPDL3A,8752,-0.008422893,6.93677504,-0.47047221,0.638326165,0.998806254,-5.79679557
LINC01816,21517,0.031191944,8.322616078,0.470361677,0.638405037,0.998806254,-5.796843849
DEFB130C,20958,0.026689122,7.296480962,0.470352756,0.638411403,0.998806254,-5.796847745
RPL36AP49,1386,0.008790989,6.767602602,0.470180379,0.638534413,0.998806254,-5.796923013
PLPPR1,6558,0.05805297,8.48646671,0.470090696,0.638598416,0.998806254,-5.796962162
CTXN3,9162,-0.008012578,6.680432674,-0.470082779,0.638604066,0.998806254,-5.796965618
LGALS3BP,3479,-0.044414003,9.470382532,-0.47006708,0.63861527,0.998806254,-5.79697247
SARS1,7516,0.016415618,7.028501246,0.469989515,0.638670628,0.998806254,-5.797006321
SERPINA1,9702,0.007747914,6.322464703,0.469970773,0.638684004,0.998806254,-5.7970145
ONECUT2,16924,0.007681308,6.315342323,0.469960932,0.638691028,0.998806254,-5.797018794
GP6,23299,-0.034065479,10.6012833,-0.469914646,0.638724064,0.998806254,-5.797038991
CLIC5,21579,-0.028043353,8.395129491,-0.469911222,0.638726507,0.998806254,-5.797040485
POM121L9P,4521,0.007723461,6.323448047,0.469887104,0.638743721,0.998806254,-5.797051008
FAHD2A,4069,0.03308873,9.489872848,0.469879762,0.638748961,0.998806254,-5.797054211
KLK7,12778,-0.028985838,10.12504767,-0.469700764,0.638876725,0.998806254,-5.797132291
GNAT1,22135,0.036705511,7.781704863,0.469564683,0.638973864,0.998806254,-5.797191631
OR6X1,5679,0.007677395,6.332570534,0.469564346,0.638974104,0.998806254,-5.797191777
RPS6KA2,2309,-0.09079622,12.19875834,-0.469462293,0.639046957,0.998806254,-5.797236268
PDZK1,10228,0.007031915,6.369826776,0.469355577,0.639123141,0.998806254,-5.79728278
SPECC1L,25024,-0.037793398,10.83353116,-0.469319537,0.639148871,0.998806254,-5.797298486
FBP1,22793,-0.032259336,6.990088105,-0.469301374,0.639161838,0.998806254,-5.7973064
GMPPB,802,-0.032948983,7.975849214,-0.469295548,0.639165997,0.998806254,-5.797308939
RPS12P23,2926,0.023596979,9.957855313,0.469243755,0.639202975,0.998806254,-5.797331506
SLC18A1,12431,-0.005916059,6.458049855,-0.469240679,0.639205171,0.998806254,-5.797332847
NRAS,26144,0.03941041,8.735342489,0.469182927,0.639246404,0.998806254,-5.797358007
LOC100130264,22410,-0.020059647,10.43440506,-0.469069739,0.63932722,0.998806254,-5.797407311
IL1RL1,17009,-0.041329895,9.168986916,-0.469009419,0.63937029,0.998806254,-5.797433581
LOC645188,19680,0.022775971,7.7096866,0.469005283,0.639373243,0.998806254,-5.797435382
LINC00467,10766,0.027881917,6.918857534,0.468985136,0.639387629,0.998806254,-5.797444156
ADSS2,14366,0.00716216,6.529300957,0.468882733,0.639460751,0.998806254,-5.797488743
MAPT,9233,0.005865954,6.458474944,0.468843042,0.639489093,0.998806254,-5.797506022
FAM230I,13594,0.006631805,6.485773967,0.468804525,0.639516599,0.998806254,-5.797522789
HOXA11,21830,0.082129804,10.44319102,0.468787942,0.639528441,0.998806254,-5.797530007
TATDN3,10162,0.014373867,6.974633742,0.468617519,0.639650146,0.998806254,-5.797604175
AATF,25027,-0.036458672,9.227680286,-0.468587553,0.639671547,0.998806254,-5.797617213
C1GALT1C1,26286,-0.015193001,6.654209865,-0.468535724,0.639708563,0.998806254,-5.797639762
LOC112268384,2243,0.058294154,7.952167426,0.46835356,0.639838669,0.998806254,-5.797718997
FOXK1,4606,0.006946221,6.269908532,0.468344535,0.639845115,0.998806254,-5.797722921
LOC202181,17223,0.026568769,7.657617876,0.468307094,0.639871857,0.998806254,-5.797739202
IVD,27750,-0.042823225,10.93737597,-0.468261017,0.63990477,0.998806254,-5.797759237
CNNM4,14173,-0.021896184,11.47511944,-0.468171621,0.639968625,0.998806254,-5.797798101
SMS,19627,0.025264312,9.135565684,0.467920983,0.640147671,0.998806254,-5.797907026
GK2,13651,0.009272073,6.906297405,0.467850759,0.64019784,0.998806254,-5.797937534
TEX45,14557,-0.082612767,11.39418768,-0.467664049,0.640331236,0.998806254,-5.798018627
PRR35,22445,-0.063898283,9.946706705,-0.467659988,0.640334137,0.998806254,-5.79802039
WDR4,12446,-0.023120165,7.391837892,-0.467579491,0.640391652,0.998806254,-5.798055341
MMGT1,3504,-0.009066641,6.704871737,-0.467523233,0.64043185,0.998806254,-5.798079764
GLP1R,6614,-0.016996297,6.390695879,-0.4675089,0.640442092,0.998806254,-5.798085986
RSPH1,3336,-0.016938307,6.36777095,-0.467505556,0.640444481,0.998806254,-5.798087438
TRIM26,11995,-0.022804496,7.336969097,-0.467452533,0.640482368,0.998806254,-5.798110453
PPP1R14A,24699,-0.01549875,6.805327118,-0.467432642,0.640496582,0.998806254,-5.798119086
ST8SIA4,7056,-0.017037648,6.37825848,-0.467350834,0.64055504,0.998806254,-5.79815459
SELENOS,27369,0.00687284,6.43492471,0.467266791,0.640615098,0.998806254,-5.798191056
USP39,22611,-0.007985897,6.537445072,-0.467217289,0.640650473,0.998806254,-5.798212533
HOXB-AS3,9991,-0.007400691,6.501717176,-0.467196281,0.640665486,0.998806254,-5.798221646
CPD,17559,0.03517995,7.783960818,0.467184144,0.64067416,0.998806254,-5.798226911
RRAGA,24763,0.006873895,6.300890856,0.467138891,0.6407065,0.998806254,-5.79824654
NNT,16991,0.103707542,7.999839403,0.467030384,0.640784048,0.998806254,-5.7982936
PMAIP1,3613,0.006580899,6.503484013,0.466971713,0.640825981,0.998806254,-5.79831904
OR52H1,11836,-0.015705411,6.861177128,-0.466854811,0.640909535,0.998806254,-5.798369722
ATP6V0E1P1,13942,-0.070027535,11.22595802,-0.466845504,0.640916188,0.998806254,-5.798373757
IGFL1,21126,0.083165777,10.64482298,0.466762913,0.640975221,0.998806254,-5.798409555
MYO1H,4584,0.009438613,6.676433595,0.466642536,0.641061268,0.998806254,-5.798461719
FOXN2,11638,0.051711701,8.070546692,0.466618826,0.641078216,0.998806254,-5.798471992
PLLP,22453,-0.027717633,12.40009375,-0.466506934,0.641158203,0.998806254,-5.798520465
MMP25,10964,0.006072179,6.388884872,0.466483983,0.64117461,0.998806254,-5.798530406
PHETA2,26154,-0.040302822,8.871960727,-0.466478488,0.641178538,0.998806254,-5.798532786
CLK2P1,13595,-0.064569893,11.51176098,-0.466475219,0.641180875,0.998806254,-5.798534202
BTBD3,3590,-0.005856213,6.373912343,-0.466338088,0.641278911,0.998806254,-5.79859359
METTL25,13801,-0.005891267,6.373266789,-0.466327479,0.641286496,0.998806254,-5.798598183
POLD2,16825,-0.017150608,7.099660002,-0.466294916,0.641309777,0.998806254,-5.798612283
RBM20,8323,0.095852014,7.776113914,0.466229347,0.641356656,0.998806254,-5.79864067
LOC401040,9140,-0.007319953,6.389013132,-0.46611607,0.641437647,0.998806254,-5.798689702
TMEM192,2747,0.005920493,6.377827772,0.466075065,0.641466966,0.998806254,-5.798707448
ABRACL,16429,0.008608425,6.596888746,0.466072011,0.641469149,0.998806254,-5.798708769
RGMA,26705,-0.008271129,6.656443567,-0.466071695,0.641469376,0.998806254,-5.798708906
TBC1D3P3,19645,-0.016551536,7.054032638,-0.465990377,0.641527521,0.998806254,-5.798744094
ARHGAP27P1-BPTFP1-KPNA2P3,13777,0.020997022,7.200103314,0.465977491,0.641536735,0.998806254,-5.79874967
RPSAP48,11218,0.028792652,8.057317885,0.465968254,0.64154334,0.998806254,-5.798753666
BAG2,6134,0.021202613,7.223430987,0.465892469,0.641597531,0.998806254,-5.798786453
LRRC74A,23510,-0.011444408,6.869336411,-0.465840312,0.641634827,0.998806254,-5.798809014
AWAT1,17135,0.009209242,6.834615828,0.465749844,0.641699523,0.998806254,-5.798848142
ADORA2B,18830,-0.01039511,6.536844496,-0.465738569,0.641707586,0.998806254,-5.798853018
GINS2,17174,-0.00717456,6.368459614,-0.465600398,0.641806399,0.998806254,-5.798912761
UBE2H,25009,-0.063885572,7.297020177,-0.465569134,0.641828759,0.998806254,-5.798926277
SLC30A2,21501,0.016018859,6.516434236,0.465521772,0.641862632,0.998806254,-5.79894675
SPDYE9,19880,-0.031728375,6.920434366,-0.465521336,0.641862943,0.998806254,-5.798946938
CMTM3,27251,0.035173453,10.61586504,0.465291565,0.642027285,0.998806254,-5.799046232
LINC02193,18322,-0.025409601,7.357613352,-0.465242427,0.642062433,0.998806254,-5.79906746
LIMK1,16071,-0.025057025,8.613397726,-0.46522542,0.642074598,0.998806254,-5.799074806
SKAP2,23811,0.031932208,9.748298389,0.465121522,0.642148919,0.998806254,-5.799119683
TTC38,5593,-0.032855709,7.031215751,-0.465025467,0.642217632,0.998806254,-5.799161163
LOC105377490,23762,-0.006945697,6.382977977,-0.465010097,0.642228627,0.998806254,-5.799167799
HACD3,5640,-0.02820655,9.027192195,-0.464988711,0.642243926,0.998806254,-5.799177033
TEX48,20250,0.010212413,6.63819426,0.464924549,0.642289827,0.998806254,-5.799204733
MTBP,21613,-0.028971876,7.087055002,-0.46487637,0.642324295,0.998806254,-5.799225531
CYP3A7,12571,-0.050499209,8.736114927,-0.464834239,0.642354436,0.998806254,-5.799243716
SDHAF3,19062,0.08020986,11.07530058,0.464744302,0.642418781,0.998806254,-5.799282529
LOC105376352,18709,0.006310525,6.362751361,0.464637084,0.642495493,0.998806254,-5.799328792
ARAP3,23054,0.006283007,6.33300539,0.464611632,0.642513704,0.998806254,-5.799339772
CDC26P1,16980,-0.030355146,6.612531185,-0.464598242,0.642523285,0.998806254,-5.799345549
TIPRL,10546,-0.055995346,11.25021094,-0.464589684,0.642529408,0.998806254,-5.79934924
HCG4B,18268,0.023423561,6.731197646,0.464537442,0.642566789,0.998806254,-5.799371776
UBTFL6,11439,0.006190263,6.345131318,0.46446931,0.64261554,0.998806254,-5.799401161
GRIN2A,20125,0.006105347,6.444119483,0.464420279,0.642650625,0.998806254,-5.799422306
C6orf52,27408,-0.030880167,6.705199755,-0.464361102,0.642692971,0.998806254,-5.799447823
HORMAD2,17422,0.025002285,7.07176776,0.464335717,0.642711136,0.998806254,-5.799458768
OR1E2,23270,0.05010043,8.142613832,0.464258032,0.642766729,0.998806254,-5.799492259
TOM1,12170,0.024526447,7.06587084,0.464246413,0.642775043,0.998806254,-5.799497267
SPRNP1,5638,0.006139755,6.362414717,0.464229803,0.64278693,0.998806254,-5.799504427
NBPF8,1342,-0.045286477,10.26184598,-0.464217147,0.642795987,0.998806254,-5.799509883
OSBPL3,24549,-0.037530104,11.56140448,-0.46419435,0.642812301,0.998806254,-5.799519709
HCG4,14118,-0.011894141,6.689880456,-0.464184081,0.64281965,0.998806254,-5.799524135
